dataset,classifier,accuracy,precision,recall,f1,auc,log_loss,accuracy_std,f1_std,F1,overlap_region_count,mean_feature_relevance,min_feature_relevance,max_feature_relevance,N3,mean_margin,std_margin,min_margin,outlier_score_mean,outlier_percentage,N1,decision_boundary_density,local_density_ratio,cluster_compactness_ratio,n_samples,n_features,imbalance_ratio,majority_class_count,minority_class_count
03subcl5-800-7-60-BI,Logistic Regression,0.51,0.8732152383197114,0.5156444029716829,0.646654519952204,0.5165592817006655,0.6924825939024934,0.028118054698004984,0.03624978494792421,0.0030086361908407,2,0.5,0.4518261715735124,0.5481738284264877,0.22,1.0000013281933706,1.3021697679972928e-05,0.9999766025252002,-1.0,1.0,0.1125,0.1,2.1187922716444803,0.6588504282765331,800,2,7.0,700,100
03subcl5-800-7-60-BI,Extra Trees,0.88375,0.9008821994782259,0.974515210411381,0.9359694217255192,0.8534335667786616,0.39665649007419806,0.01960548392669766,0.011763176668327135,0.0030086361908407,2,0.5,0.4518261715735124,0.5481738284264877,0.22,1.0000013281933706,1.3021697679972928e-05,0.9999766025252002,-1.0,1.0,0.1125,0.1,2.1187922716444803,0.6588504282765331,800,2,7.0,700,100
03subcl5-800-7-60-BI,Bagging,,,,,,,,,0.0030086361908407,2,0.5,0.4518261715735124,0.5481738284264877,0.22,1.0000013281933706,1.3021697679972928e-05,0.9999766025252002,-1.0,1.0,0.1125,0.1,2.1187922716444803,0.6588504282765331,800,2,7.0,700,100
03subcl5-800-7-60-BI,Stacking,,,,,,,,,0.0030086361908407,2,0.5,0.4518261715735124,0.5481738284264877,0.22,1.0000013281933706,1.3021697679972928e-05,0.9999766025252002,-1.0,1.0,0.1125,0.1,2.1187922716444803,0.6588504282765331,800,2,7.0,700,100
glass-0-1-4-6_vs_2,SVM,,,,,,,,,0.3486546104804244,9,0.1111111111111111,0.0070670689879459,0.1649747065808523,0.15,1.0003412802609737,0.0007137661171751,0.998783123747082,-0.6,0.8,0.0878048780487804,0.1024390243902439,1.144730419695322,0.6298665149964583,205,9,11.058823529411764,188,17
glass-0-1-4-6_vs_2,k-NN,,,,,,,,,0.3486546104804244,9,0.1111111111111111,0.0070670689879459,0.1649747065808523,0.15,1.0003412802609737,0.0007137661171751,0.998783123747082,-0.6,0.8,0.0878048780487804,0.1024390243902439,1.144730419695322,0.6298665149964583,205,9,11.058823529411764,188,17
glass-0-1-4-6_vs_2,Decision Tree,,,,,,,,,0.3486546104804244,9,0.1111111111111111,0.0070670689879459,0.1649747065808523,0.15,1.0003412802609737,0.0007137661171751,0.998783123747082,-0.6,0.8,0.0878048780487804,0.1024390243902439,1.144730419695322,0.6298665149964583,205,9,11.058823529411764,188,17
glass-0-1-4-6_vs_2,Neural Network,,,,,,,,,0.3486546104804244,9,0.1111111111111111,0.0070670689879459,0.1649747065808523,0.15,1.0003412802609737,0.0007137661171751,0.998783123747082,-0.6,0.8,0.0878048780487804,0.1024390243902439,1.144730419695322,0.6298665149964583,205,9,11.058823529411764,188,17
glass-0-1-4-6_vs_2,Naive Bayes,,,,,,,,,0.3486546104804244,9,0.1111111111111111,0.0070670689879459,0.1649747065808523,0.15,1.0003412802609737,0.0007137661171751,0.998783123747082,-0.6,0.8,0.0878048780487804,0.1024390243902439,1.144730419695322,0.6298665149964583,205,9,11.058823529411764,188,17
glass-0-1-4-6_vs_2,Random Forest,,,,,,,,,0.3486546104804244,9,0.1111111111111111,0.0070670689879459,0.1649747065808523,0.15,1.0003412802609737,0.0007137661171751,0.998783123747082,-0.6,0.8,0.0878048780487804,0.1024390243902439,1.144730419695322,0.6298665149964583,205,9,11.058823529411764,188,17
